0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.0624315716,0.2793162275,0.96252156,0.0819399399,0.2194089102,0.0719629358,0.4311388076,0.1022026502,0.0465363971,0.550440484,0.0997961435,0.2991976979,0.0332966801,3292.01682647,1649.59927767,13.4246446516,2.2041188474,-0.2059697371,0.472023264,-0.3010048321,0.0702575374,-0.3728176507,0.1463454917,-0.1938253783,0.0304138892,-0.1859150053,0.1520620833,-0.1544237236,blues
0.0432223016,0.4035445713,0.9678492067,0.0739496065,0.1162923645,0.0644404736,0.2323084056,0.0798388647,0.0519515187,0.3913644606,0.0835622143,0.156016479,0.0390388153,3775.72617033,1677.15011973,9.4694958865,1.0536445309,-0.0359511288,0.4363779225,-0.1068231739,0.2724270944,-0.0986164792,0.1354720283,-0.1485769232,0.1696473123,-0.1018744963,0.1678450942,0.0243065168,blues
0.0685542237,0.3017150604,0.9518166414,0.068415847,0.1328902579,0.0806025629,0.343054531,0.1152837682,0.0608163569,0.4155460942,0.108927775,0.1904392024,0.0398420056,3510.2321865,1713.41613978,12.6753699745,1.1710472505,-0.7800922146,0.98526611,0.0163830365,0.1668440692,0.376301313,0.2970395662,-0.2789295225,0.0808400407,0.0489157517,0.0465921971,-0.1159900241,blues
0.0510616175,0.36348883,0.9379887112,0.0584829247,0.1166592983,0.0699887688,0.2756675246,0.0900643948,0.0523397673,0.4687488016,0.0912745835,0.1667188602,0.0330600358,3475.88362474,1606.55680136,11.955459997,0.7868060267,0.1653079731,0.5573240309,0.3391942624,0.0925273555,0.3185536896,0.3609337618,-0.2454866661,0.0859944051,0.0587682412,0.0711128888,-0.1303235865,blues
0.0445381706,0.5374825394,0.8653822584,0.0609424707,0.1092594915,0.0609282101,0.2861032936,0.0948440135,0.0530261464,0.4085637072,0.0842789625,0.1398886771,0.0314099795,3243.32346306,1524.96245059,9.7820663782,0.7345183783,-0.2251237438,0.556866074,0.0950795509,0.3029089223,0.3661079981,0.2418225323,-0.4254817276,-0.1142825651,-0.0379129802,-0.0441346544,-0.1026101462,blues
0.0631476702,0.3613863604,0.9199077247,0.0682893711,0.1490363443,0.0704067307,0.3787742774,0.1333924146,0.0614650351,0.4250249707,0.0993468794,0.1906574514,0.0360880105,3417.17193081,1658.20083822,11.6148533524,1.0939232668,-0.3169021963,0.4867528891,-0.1522251642,-0.0134235956,0.4101937314,0.2915677793,-0.4041037243,-0.0266400316,-0.012066015,0.0567047707,-0.0438338263,blues
0.0608316804,0.4339665292,0.8877379357,0.0682012101,0.1476516809,0.0738155432,0.378009969,0.1452670085,0.0575487088,0.498606243,0.1088303796,0.1992237968,0.0407280134,3575.86952435,1693.24539135,11.4054215064,0.8927456695,-0.1713976047,0.3028907253,0.065516376,0.0780844428,0.2968578037,0.2267951583,-0.4585971715,-0.1250697222,-0.0614174403,0.0616433699,-0.1027077253,blues
0.0479414608,0.4186659584,0.956620805,0.0617919054,0.110458212,0.0745342819,0.2818325563,0.1088708657,0.0548599293,0.4271493854,0.0852499159,0.1406619057,0.0282485286,3227.08685843,1544.22854943,11.0377358464,1.4727631109,-0.6575042261,0.8835259781,0.3639715717,0.2235202789,0.3581077614,0.5437606971,-0.3207309425,-0.0596487854,-0.0431388058,-0.066911614,-0.1961351932,blues
0.0556275683,0.433429668,0.8705412988,0.061988935,0.1278459289,0.0671477856,0.2521158583,0.0994100543,0.0546325532,0.5606101244,0.0944038354,0.1546193863,0.0394850273,3763.43767625,1680.63760123,10.547898576,0.2262581938,0.3095663454,0.3955721281,0.1157467815,0.1352280914,0.2910280982,0.3249779008,-0.1600419635,0.1323610841,0.0268853677,0.0841535234,-0.1197259633,blues
0.0584485063,0.3547028025,0.9178056366,0.0668179512,0.15986446,0.0770796956,0.3585902539,0.1130248437,0.0582191465,0.4970477735,0.0943637468,0.1762509838,0.0382589335,3333.6035909,1630.3655826,11.3101104073,1.5416335897,-0.2287398464,0.7133987775,-0.0231595662,0.1006159716,0.29168977,0.0596244561,-0.3475665378,-0.0036890526,-0.204838991,-0.0192174368,-0.193095598,blues
0.0520860882,0.4135370073,0.9279965957,0.0642647803,0.122664504,0.0645973957,0.35048519,0.1022497447,0.0509531395,0.4834494239,0.0841208879,0.1869589988,0.0382978309,3522.76743749,1615.62792733,11.2786132009,0.7097946162,0.162310928,0.4335779697,0.2248037404,0.0867613575,0.2243807905,0.2085530949,-0.2942545285,0.0244911679,0.0051772532,0.0527087512,-0.1702842201,blues
0.0474437999,0.426292017,0.9134982588,0.0576933752,0.1134247838,0.0618857947,0.2617694846,0.0979110793,0.0506151673,0.426744753,0.1063332702,0.1487800047,0.0322242295,3271.73340854,1555.1536134,9.9663462907,1.2026220327,0.0686904172,0.4828641752,0.2575820112,0.2121449931,0.5149154616,0.3577002097,-0.4058829003,0.0406162934,0.0116292234,0.0401353976,-0.0714182395,blues
0.0580493111,0.4409067267,0.9148815352,0.0581186297,0.1282501041,0.0631980494,0.3244269775,0.1051086178,0.0604755691,0.4487637727,0.1121421069,0.179101527,0.0360445988,3143.53496898,1541.6816004,11.9935088623,1.6026873236,-0.3879238795,0.7618678629,-0.0167752178,-0.0451566389,0.3971925542,0.2480751509,-0.6010773008,-0.0458869295,-0.1324133296,-0.0294804683,-0.0276203615,blues
0.0520461865,0.2937157867,0.9692578814,0.0755602295,0.1236779795,0.0705983205,0.2336215834,0.1143714325,0.0504896267,0.5112002653,0.0935478031,0.150181069,0.029607636,3306.09842076,1568.20984327,11.9417889274,1.3594731253,-0.8513830648,1.1195764392,0.1097684548,0.3783531305,0.197386494,0.2496668743,-0.0761051614,-0.025273127,0.1912245658,0.1712682269,0.0255680374,blues
0.0468666908,0.3363945631,0.9805665425,0.0668619748,0.109751931,0.0616528791,0.2297837904,0.0826425555,0.0446593532,0.3663659654,0.0720975603,0.1342860731,0.0312260966,3273.34555368,1535.47269494,9.5931049979,1.0251705755,-0.6168995171,1.3592643313,0.265139311,0.4609162496,0.1978032449,0.2305936046,0.0440799348,0.0194241507,-0.0150910096,0.1634306915,-0.0215479907,blues
0.0512213134,0.3838501758,0.9614432547,0.0921632365,0.1166359143,0.0758965781,0.2512804528,0.086601815,0.0440171702,0.4090491805,0.0745818222,0.1577273557,0.0277437684,3211.80438052,1535.67524139,10.7667908767,1.1275543738,-0.6365136784,1.2707004161,0.2657120024,0.2777806311,0.0367059286,0.1267723494,0.0198183606,0.0591185156,0.0381138338,0.2400634217,-0.0561034482,blues
0.0514649895,0.3567395099,0.9471193147,0.0724653544,0.1174629831,0.0615965581,0.2611972346,0.0892893448,0.0498122952,0.4296457022,0.0775067689,0.1395893288,0.0293460007,3227.36651626,1540.80304292,9.7815346517,1.0526188776,-0.5018358266,1.1203020541,0.119766259,0.2617341531,-0.045363086,0.3517160639,-0.1148833137,0.0739886715,-0.0036959799,0.0809009056,0.1302408581,blues
0.0719542259,0.2291679527,0.9732986481,0.1033835583,0.1377180896,0.0870513181,0.282499999,0.1158057324,0.0519593054,0.4712722529,0.0898665924,0.1868495806,0.0347748806,3316.42931002,1669.59067527,12.3513812675,1.7731027299,-1.1725451185,1.2181232678,0.1101567231,0.1172202422,-0.1323744104,0.3098819473,0.0047239315,0.040291249,0.0287951928,-0.0214659326,-0.0541597657,blues
0.0475944312,0.2585151357,0.9894948798,0.0664191218,0.1252008953,0.0605207597,0.2482676691,0.0874837517,0.0387377608,0.3818663312,0.079994155,0.1503481578,0.0286078798,3258.17822899,1548.51987727,10.7586997288,1.4500861352,-0.9165824908,0.9189869543,0.3432287278,0.4077437269,0.2364603436,0.3112643337,-0.033345142,0.1515046374,-0.0819502675,0.1594427073,-0.0340465696,blues
0.052414189,0.1905013999,0.9823535509,0.0524539782,0.0896593142,0.0468892926,0.1700754959,0.0679513776,0.0531581697,0.4015671429,0.0798457003,0.1428826067,0.0458164785,3807.27815379,1703.0789153,11.5872102766,0.3693503676,0.9266443292,0.0107205274,0.3354644907,0.3190573612,-0.0175785227,0.3626654152,-0.1467251081,0.3784977995,-0.0100549556,0.140768147,-0.2194965829,blues
0.0390979361,0.2138877538,0.9979823428,0.0486426314,0.0910743837,0.0490783186,0.1772675509,0.0575398931,0.0408009149,0.326803373,0.0619222155,0.1278382268,0.034842789,3723.95657078,1622.65769608,12.5333081403,0.707867599,0.9339771094,0.180774955,0.4894678575,0.1977755674,-0.1462454323,0.3875331268,-0.2677019607,0.2176817872,-0.0346582679,0.3402198036,-0.1421193662,blues
0.0426547015,0.1731057042,0.9883841407,0.0471946127,0.0789006894,0.0463799609,0.151568596,0.0628838371,0.038719296,0.4056445671,0.0586719158,0.1292778439,0.0305621332,3467.57614213,1557.9045227,12.3176093077,0.9731414156,0.7656563734,0.2464842943,0.4065069295,0.2397869371,-0.0068544489,0.3957702217,-0.0474330321,0.3812130537,0.0634684777,0.2550369441,0.0133479374,blues
0.0389181561,0.2257679493,0.9978218934,0.0519336944,0.0798425746,0.0480512834,0.1690487919,0.0572624842,0.0399364739,0.2706553926,0.0734474812,0.1304851471,0.0346388378,3560.34028953,1598.68215471,10.359516112,0.5690449232,0.6406751874,-0.1234040957,0.2530726147,0.4379701109,-0.1058085988,0.1921309774,-0.1164403603,0.2599640552,-0.0027946871,0.3453098378,-0.223920901,blues
0.0417111007,0.2070443982,0.9926868912,0.0475909324,0.0777813234,0.0446961687,0.1636108778,0.0555344482,0.0436250396,0.358817601,0.0650389977,0.1232709017,0.0372497853,3776.66384659,1634.3959249,12.3708739955,0.715379883,1.3153144671,0.0486655041,0.3815230114,0.2890301259,-0.2275073458,0.2709796076,-0.3162072943,0.427688606,0.0443954627,0.3197103471,-0.1902422567,blues
0.045395836,0.1691659105,0.9845489234,0.0473086609,0.0850607136,0.0446644014,0.1626867794,0.0821221436,0.0453873731,0.3890406269,0.070174926,0.1343857504,0.0325374304,3764.5892085,1632.35574906,12.4802730974,0.8310000909,0.8094068216,-0.1042585577,0.2074178673,0.3012524253,-0.0039970056,0.5545344833,-0.3348800736,0.3487549497,-0.003706419,0.2407664398,-0.012876991,blues
0.0451444283,0.2097922368,0.9970688369,0.0595077112,0.1117225108,0.0515508343,0.2089473451,0.0642809086,0.0456797099,0.3819550808,0.0747767959,0.1615238194,0.0350362871,3882.6212634,1684.61587347,13.5712958038,0.9956510214,0.6107175007,-0.1714552091,0.2545367067,0.2812277031,-0.3445041594,0.2144125087,-0.0594803152,0.2893605468,-0.1187367032,0.127203783,-0.1032902121,blues
0.0366625965,0.1853311637,0.9882229491,0.0458922253,0.0822707106,0.0433004025,0.1784032382,0.0575831143,0.0399495661,0.3776550374,0.0545568888,0.1222501406,0.0275555072,3434.36266215,1546.79916985,12.5204988481,1.2373641978,0.8414698419,0.2345489843,0.2777327636,0.3226060194,-0.0222808486,0.4860531817,0.0067379605,0.3218577725,0.0852011623,0.1976384761,-0.2030207383,blues
0.0475708811,0.2591399919,0.9750112785,0.0619261191,0.1296796341,0.059919518,0.2455717299,0.0983501031,0.0566173226,0.4045452822,0.0804303237,0.1771438013,0.0306181673,3634.72927242,1645.69242491,8.6198158262,1.2286389721,0.4075934101,0.2277295236,0.1191214236,0.3789017874,0.0103053593,0.4670579768,-0.1026364785,0.2396559719,0.0184083325,0.1890210491,-0.0676975198,blues
0.0440997846,0.2293510011,0.9969018707,0.0552526719,0.0929369995,0.0509165444,0.1808649217,0.0582980313,0.046750452,0.3392557666,0.0723833285,0.1559998219,0.0392076361,3983.33098327,1714.38570414,12.5976671908,0.9193130795,0.8119856149,-0.0612188447,0.2729032658,0.3451562017,-0.1122030957,0.0303590223,0.0388057571,0.4568939087,0.0163599259,0.1809229166,-0.0145360359,blues
0.0349453106,0.1952694175,0.9780706763,0.0478215339,0.0825727451,0.0429595446,0.1756257571,0.0537993473,0.0359557695,0.3712653685,0.055618872,0.1108369692,0.0279805652,3166.18725324,1470.10246217,9.5061071544,1.2858519299,0.71039222,0.0627139178,0.1124954115,0.3679004545,0.0693103918,0.4167164483,0.1157842112,0.2754322973,-0.0597822875,0.1353510418,-0.0717942726,blues
0.0971220087,0.3794838482,0.9867327405,0.0977760801,0.1493730318,0.0951902059,0.2582062583,0.1326763841,0.0976383433,0.4464687625,0.1165334899,0.2041178481,0.0653515602,4950.78257191,2212.76086363,14.9955947799,-0.5025635081,-0.2627968318,0.7075093883,-0.133723891,0.3801668356,0.0864821429,0.21448144,-0.0998891613,0.3152023645,0.0066921735,-0.0739610152,-0.0299347287,blues
0.1016907144,0.4190655997,0.9876277324,0.0986930157,0.1862262711,0.0898201155,0.2942300803,0.1547443703,0.0981643966,0.4288576918,0.1309725016,0.2528930983,0.0732979622,5200.12220342,2275.71130852,15.0975144749,-0.638274794,-0.0277315178,0.3081051458,-0.0274126766,0.0712389998,-0.0191252939,0.3441584857,0.1125096358,0.3971836955,-0.0793851053,-0.1756299394,0.0651375636,blues
0.0972445577,0.4492752442,0.986649522,0.1156711984,0.1317308253,0.0947386725,0.2353457039,0.1127726744,0.0708661223,0.3632936479,0.1218111095,0.2113206402,0.0606765528,4942.32703516,2206.07523649,14.1086436596,-1.1467624888,-0.7923947341,0.4884138213,0.022394449,0.3694082236,-0.1490474851,0.2745365087,0.3536522747,0.7014964165,0.0568946629,-0.1760640135,0.0970890255,blues
0.086648111,0.4010317478,0.9836304894,0.0942079437,0.1591446865,0.0888382369,0.2924799785,0.129185183,0.089019642,0.4386884904,0.1286953575,0.2520798565,0.0615713578,4890.98514758,2107.41725143,14.8549201719,-0.0739781111,-0.1969552357,0.0908277526,-0.0612607819,0.1161494415,-0.0697933373,0.2304739633,0.040391408,0.4836555832,0.0401823072,0.0310223633,-0.050026864,blues
0.0919306047,0.4328695896,0.9839954853,0.1091768272,0.1569038845,0.0907867263,0.2608137002,0.1213360749,0.0781521799,0.4232448501,0.1148550984,0.2225041956,0.0582446139,5033.03487498,2183.77000082,15.1261960485,-0.6051517055,-0.6707240661,0.2486893288,-0.239357536,0.29305976,-0.2213302167,0.2115674948,0.1819782258,0.46037221,0.0094375875,-0.0554087766,0.0100099408,blues
0.0477526163,0.3109008449,0.997004266,0.0647310172,0.0842476599,0.0635344973,0.155985501,0.0641907388,0.0547561283,0.2803301666,0.0636645807,0.1148811128,0.0376746383,4481.77993984,1821.38886711,13.2889774292,-0.7410083174,-0.1328775841,0.8589598967,0.2241121028,0.4625251307,0.0186903295,0.4660160082,0.3276114202,0.5771193022,0.0828547004,-0.1756083667,-0.0086166848,blues
0.0580901015,0.399082044,0.9830441885,0.0721574788,0.0997791786,0.0710747069,0.1897980978,0.079435423,0.0617937216,0.3495685105,0.0773433439,0.1308356302,0.0444514103,4685.58469637,1920.17315691,12.6433318701,-0.6528585049,0.0690201277,0.6537190163,0.1571986662,0.4706140075,0.0164387349,0.4065827412,0.1799995244,0.4177511188,0.0368846833,-0.1427403574,0.0495095808,blues
0.0748187092,0.3441643199,0.9927670505,0.0820255912,0.121181716,0.0733196777,0.2285565329,0.0905972198,0.066454847,0.4392283504,0.0819217641,0.1805670064,0.0437907522,4771.91671367,1996.05471213,13.5116996904,-0.551912698,0.0059900917,0.9638703932,0.0761006085,0.559954408,0.0939566715,0.4212571231,0.2870732026,0.480691717,-0.1352660947,-0.0601289464,0.1801273338,blues
0.0981741174,0.3814519189,0.9873603754,0.1127339776,0.1838803199,0.0937082859,0.2861649294,0.1449044322,0.101465484,0.469040975,0.1376333582,0.2596668215,0.0574490976,4613.25202106,2112.87505584,15.0782696886,-0.07118629,-0.5765889817,0.4276758694,-0.0143423644,0.2915025508,-0.1447232915,0.1089631357,-0.0384321232,0.4072245014,-0.0155107879,0.1110018202,-0.0385920406,blues
0.0396115934,0.2503832131,0.9969882641,0.0558089081,0.0789464672,0.0501287965,0.1439702691,0.0536878658,0.0384909586,0.2953403384,0.0531659965,0.1091076636,0.0315043586,3707.21000188,1586.61119842,11.2872175475,-0.0614356616,0.2831738555,0.8872959075,-0.035669285,0.9219316678,0.4186228237,0.323167384,0.22569058,0.552366855,0.0077204665,0.0660965952,0.2935846366,blues
0.085254127,0.4545156054,0.9746493542,0.121250233,0.1907003987,0.0930077071,0.307692225,0.1473819899,0.0680835784,0.4063576273,0.1362802905,0.2368552041,0.0526594573,4227.50517014,1961.50008279,15.8868587649,0.1482938619,-0.8503053126,0.2245683857,-0.0703474373,0.2628184979,-0.0375100318,0.1659546685,-0.0135765337,0.135532609,-0.1541768036,0.1393946399,0.0689870456,blues
0.1060248084,0.4310941352,0.9626658781,0.1398352812,0.1959921743,0.1268486993,0.4216187935,0.145980851,0.0818803179,0.5293418144,0.1416076377,0.2707662017,0.0595600186,4089.9464185,2018.96582955,16.6602974577,0.4338160453,-1.0474564089,0.7681548252,0.3427317942,0.1031977877,-0.1607449685,-0.0482902707,-0.1555255228,-0.2034892678,-0.1711151058,0.1194674635,0.0479056705,blues
0.0666062364,0.4385284628,0.9607774481,0.0893851458,0.1187411222,0.0844746469,0.2838348502,0.1125366649,0.0682800256,0.3448293028,0.0968239924,0.1735730729,0.0485562649,3746.16469261,1755.15554767,11.4023725143,0.8812066091,-1.0145320191,0.8308226917,0.0601517785,0.1627667454,0.1914519272,0.2011549982,-0.1106233469,0.1256517225,-0.111406233,0.1945286224,0.2331948643,blues
0.1321680068,0.4835565399,0.9524705598,0.1664673788,0.250357957,0.1405306607,0.4350867211,0.2213324669,0.1100909417,0.5051697836,0.1667148181,0.3495038051,0.0734321536,4299.88719684,2211.7626744,16.1083884015,0.1532152901,-1.2375770369,0.6171805339,0.0353780646,0.0814563501,-0.2181775664,0.0832070983,-0.0976135854,0.0283247985,-0.2443691792,0.0967043322,0.0501638876,blues
0.1028453767,0.4301450315,0.9815132809,0.1518422613,0.1931362655,0.1236346059,0.35413198,0.1515838752,0.0824270387,0.4137788571,0.159726567,0.2438074938,0.0607952281,4200.37836059,2071.61845857,16.4758494903,-0.0337637652,-1.2041656343,0.4157403118,0.2290325887,0.3020708283,-0.1168464703,0.0391745019,-0.1286573959,-0.0594069479,-0.2254788604,0.1379755816,0.0131116817,blues
0.1124485454,0.4927913867,0.940856991,0.159336206,0.1971605372,0.1354848611,0.4223608832,0.1765958571,0.1030231218,0.4621790137,0.166752169,0.2955327468,0.07226465,4175.22560632,2098.49745222,15.3055908872,0.0429123657,-1.0292610998,0.4084819228,0.0505736687,0.0861008416,-0.0820606883,0.194465149,-0.0581961444,-0.0121791928,-0.220577893,0.1351433878,0.0894573993,blues
0.0750983769,0.453998383,0.9793583695,0.10216111,0.1508963499,0.0890538867,0.2896581501,0.113180619,0.0694546439,0.3964312883,0.1261530602,0.2202958575,0.0520661524,4169.33634142,1919.28173537,13.8552084686,0.5489694025,-0.6288627275,0.4557476794,0.1134338911,0.3181233554,-0.0772098789,0.0722062206,-0.0836547255,0.1049974784,-0.1841505907,0.1678913319,0.0546261854,blues
0.089509484,0.4342112545,0.9756096586,0.1360119904,0.200721484,0.1180822469,0.3336246902,0.1533445496,0.0749329055,0.427035687,0.1344272416,0.2325646672,0.0488286788,4026.80955067,1957.69929908,15.0965992331,0.4693926006,-1.2384760524,0.3613124808,0.154354051,0.3481136307,-0.1772160514,0.2413012999,-0.0745516872,0.0555353026,-0.0796456352,0.1567335941,0.0134797004,blues
0.1037764471,0.4112091961,0.9698147319,0.1312774982,0.2219994709,0.1123668619,0.339902496,0.1491745265,0.0983177131,0.496190438,0.1412412587,0.2314832091,0.0541346038,4301.23613461,2075.22031453,15.351186228,0.6700333285,-0.9623104194,0.6364598891,0.055688442,-0.0113957695,0.0951306958,0.371640309,-0.0603638128,-0.0083971013,-0.1710203379,-0.0899535844,-0.1321122915,blues
0.1414488511,0.485515524,0.9494360276,0.1627679901,0.1798808268,0.1497195859,0.4041289183,0.1668053018,0.1261764804,0.4472352119,0.1918189793,0.3162567756,0.0969089512,4496.53600301,2300.83438141,15.9612005637,-0.5430451596,-0.9452021193,0.9622179234,0.041221546,-0.0219852892,0.045675202,0.0031563201,-0.2451692932,0.0205815379,-0.1500171477,0.1868498002,0.1631962495,blues
0.096841008,0.4448301343,0.9779754387,0.1347096845,0.1950752078,0.1278100417,0.3605287756,0.1671764894,0.0791191583,0.4107187286,0.1537175359,0.238558914,0.0563797907,4107.38390675,2004.41050167,15.7537684072,0.3823305887,-0.99531454,0.2329683584,0.0216130642,0.32140479,-0.2114083163,0.2633599645,-0.0268089822,0.0600770963,-0.2143214823,0.1917657504,0.0125580925,blues
0.1665609137,0.4497436165,0.9812279277,0.2148570954,0.2225002113,0.1820621415,0.4559274941,0.2053715034,0.1274072324,0.4361795791,0.2223185938,0.2954402263,0.1027928391,5043.46446701,2528.59024881,16.2294335116,-0.5647820281,-0.8458477412,0.9256645198,-0.3591450583,0.2660584825,-0.4004755326,0.2278849476,-0.1396085758,0.1821673144,0.0256635026,0.1065167489,-0.2367065183,blues
0.1164932851,0.3516309734,0.8946150923,0.1295582409,0.227658363,0.1260737939,0.4623574879,0.1493071456,0.0814930327,0.511312076,0.1124991246,0.2500789909,0.0728346723,4691.80297048,2247.07415502,14.3401251368,0.0892475303,-0.3903850175,0.4855728768,-0.4693203513,0.1303591232,-0.3335920629,0.1408912566,0.0222270397,-0.1760111335,0.0220896356,0.2557390555,-0.0038730178,blues
0.1535305493,0.3611090476,0.9212388463,0.1387484709,0.2226884928,0.1822701855,0.4744081939,0.1554561871,0.122960357,0.5477448658,0.1807741274,0.3059484625,0.1217581852,5563.33192329,2693.45435045,14.7085484379,-0.6698929391,0.067852834,0.6249691105,-0.2740333894,0.2514958769,-0.3389538638,-0.1989661982,-0.0592951354,0.0078214744,-0.0410033117,0.0973917217,0.0991442413,blues
0.1460212004,0.3561570206,0.9791955141,0.1474535371,0.2004697265,0.1615430777,0.5127526217,0.1376568408,0.1278971089,0.531102476,0.1924451165,0.2646960792,0.0940306039,5067.18603121,2499.48904537,16.000286649,-0.4194143684,-0.1766227193,1.1888810488,-0.2633922563,0.0547970522,-0.1910994819,-0.1930691939,-0.2139693857,-0.2005241284,-0.0471694423,0.0446182201,0.0640724419,blues
0.1454262289,0.3272923766,0.9086117411,0.1588564072,0.228494826,0.1775761997,0.4759339011,0.1833865741,0.1212715123,0.5417448818,0.1607367721,0.3343065393,0.1256969464,5434.50836623,2649.51101927,15.3574734876,-0.4833099081,-0.125536503,0.5329353234,-0.2483267531,0.2201309217,-0.32872538,-0.1370442612,-0.1165084984,-0.1022333632,-0.0516535639,0.1726202308,0.1041450194,blues
0.1211015371,0.4105902894,0.9427963265,0.1520847525,0.1929125271,0.1416086625,0.3995080678,0.1504033462,0.0988488029,0.4819267555,0.1507768224,0.3122012067,0.1004276552,4926.07398007,2315.31558847,15.0166866845,-0.059204841,-0.2103582011,0.4190167564,-0.2562759113,0.2008316946,-0.2817576217,-0.0025583316,0.0553945684,0.0031688226,-0.101018206,0.1741555214,-0.1322821345,blues
0.1119919414,0.3601061891,0.9309281758,0.1310776086,0.2050265656,0.1348580146,0.4653635725,0.1572419588,0.097355192,0.6484653032,0.1512567966,0.3235252938,0.0900923319,4722.76273736,2231.9049834,15.9283619337,0.0275458258,-0.2251666733,0.4884998742,-0.3523156806,0.1519178725,-0.2135466529,-0.1156075819,-0.0758910877,-0.0513647678,-0.0956651377,0.113435683,0.1276879016,blues
